Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,Lead Quality,Lead Profile,City,A free copy of Mastering The Interview,Last Notable Activity,Lead Score,Lead Category
Landing Page Submission,Direct Traffic,No,1,5.0,1295,5.0,Email Opened,India,"Banking, Investment And Insurance",Unknown,Student,Low in Relevance,Other Leads,Mumbai,Yes,Email Opened,93.28,Hot Lead
API,Olark Chat,No,0,3.0,1795,1.5,Olark Chat Conversation,India,Finance Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Olark Chat Conversation,34.39,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,31.95,Cold Lead
API,Google,No,1,3.0,1190,3.0,SMS Sent,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,SMS Sent,72.85,Warm Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
Landing Page Submission,Organic Search,Yes,0,5.0,623,5.0,Email Bounced,India,International Business,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Modified,3.27,Cold Lead
Landing Page Submission,Google,No,0,3.0,62,3.0,Email Link Clicked,India,Human Resource Management,Student of SomeSchool,Unemployed,Unknown,Unknown,Thane & Outskirts,No,Modified,5.33,Cold Lead
Landing Page Submission,Direct Traffic,No,0,3.0,204,3.0,Olark Chat Conversation,India,Marketing Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,No,Modified,3.93,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,11.18,Cold Lead
Landing Page Submission,Direct Traffic,No,1,2.0,111,2.0,Email Opened,India,Healthcare Management,Unknown,Working Professional,High in Relevance,Potential Lead,Mumbai,Yes,Email Opened,97.06,Hot Lead
Landing Page Submission,Google,No,1,4.0,752,4.0,Email Opened,India,Finance Management,Multiple Sources,Working Professional,Low in Relevance,Other Leads,Mumbai,No,Email Opened,97.17,Hot Lead
API,Direct Traffic,No,1,2.0,1441,2.0,SMS Sent,India,IT Projects Management,Unknown,Working Professional,Might be,Potential Lead,Unknown,No,SMS Sent,98.86,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Marketing Management,Unknown,Working Professional,Worst,Unknown,Unknown,No,Email Opened,2.46,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
API,Google,No,1,10.0,932,2.5,Page Visited on Website,India,Business Administration,Unknown,Unemployed,Not Sure,Potential Lead,Unknown,No,Modified,84.44,Hot Lead
API,Organic Search,No,1,2.0,869,1.0,SMS Sent,India,Operations Management,Unknown,Working Professional,Might be,Potential Lead,Unknown,No,SMS Sent,99.3,Hot Lead
Landing Page Submission,Google,No,1,4.0,1529,4.0,Email Opened,India,Marketing Management,Word Of Mouth,Unemployed,Low in Relevance,Unknown,Mumbai,No,Email Opened,91.48,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,SMS Sent,72.43,Warm Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,High in Relevance,Unknown,Unknown,No,SMS Sent,97.13,Hot Lead
API,Olark Chat,No,1,1.0,1186,1.0,SMS Sent,India,Operations Management,Unknown,Unknown,Unknown,Unknown,Thane & Outskirts,Yes,SMS Sent,85.62,Hot Lead
Landing Page Submission,Direct Traffic,No,1,5.0,484,5.0,SMS Sent,India,"Banking, Investment And Insurance",Unknown,Unknown,Unknown,Unknown,Mumbai,No,SMS Sent,51.85,Warm Lead
API,Google,No,1,2.0,837,1.0,SMS Sent,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,SMS Sent,93.66,Hot Lead
API,Organic Search,No,1,3.0,1228,1.5,SMS Sent,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,SMS Sent,84.56,Hot Lead
Landing Page Submission,Google,No,0,4.0,228,4.0,Page Visited on Website,India,Supply Chain Management,Student of SomeSchool,Unemployed,Unknown,Unknown,Other Cities of Maharashtra,No,Modified,13.39,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
API,Google,No,0,3.0,1314,1.5,Email Link Clicked,India,Unknown,Unknown,Unemployed,Worst,Student of SomeSchool,Unknown,No,Email Link Clicked,0.76,Cold Lead
Landing Page Submission,Google,No,1,4.0,1098,4.0,Email Opened,India,Finance Management,Online Search,Unemployed,Low in Relevance,Potential Lead,Mumbai,No,Email Opened,97.18,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,44.51,Cold Lead
Landing Page Submission,Direct Traffic,No,0,5.0,124,2.5,Page Visited on Website,India,Human Resource Management,Unknown,Unemployed,Unknown,Unknown,Thane & Outskirts,Yes,Modified,2.25,Cold Lead
Landing Page Submission,Direct Traffic,No,0,1.0,419,1.0,Converted to Lead,India,Human Resource Management,Unknown,Unemployed,Not Sure,Unknown,Thane & Outskirts,Yes,Modified,6.87,Cold Lead
Landing Page Submission,Direct Traffic,No,1,2.0,861,2.0,Email Opened,India,Healthcare Management,Unknown,Housewife,Low in Relevance,Other Leads,Mumbai,Yes,Email Opened,96.84,Hot Lead
Lead Add Form,Reference,No,1,1.0,938,1.0,Email Opened,Unknown,Human Resource Management,Unknown,Working Professional,High in Relevance,Potential Lead,Other Cities,No,Email Opened,99.38,Hot Lead
API,Direct Traffic,No,1,5.0,306,1.25,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,22.47,Cold Lead
API,Google,No,1,4.0,699,4.0,SMS Sent,India,IT Projects Management,Student of SomeSchool,Unknown,Unknown,Unknown,Thane & Outskirts,No,SMS Sent,83.22,Hot Lead
Landing Page Submission,Google,No,1,4.0,666,2.0,SMS Sent,India,Human Resource Management,Word Of Mouth,Unknown,Unknown,Unknown,Other Cities,No,SMS Sent,77.92,Warm Lead
Landing Page Submission,Direct Traffic,No,0,2.0,1107,2.0,Email Opened,India,Marketing Management,Unknown,Working Professional,Unknown,Unknown,Other Metro Cities,Yes,Email Opened,74.94,Warm Lead
Landing Page Submission,Google,No,0,5.0,98,2.5,Form Submitted on Website,India,Healthcare Management,Other,Unemployed,Unknown,Unknown,Mumbai,No,Modified,2.57,Cold Lead
Landing Page Submission,Google,No,1,3.0,1839,3.0,Email Opened,India,Marketing Management,Online Search,Working Professional,High in Relevance,Potential Lead,Other Cities of Maharashtra,No,Email Opened,99.33,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Link Clicked,2.76,Cold Lead
Landing Page Submission,Direct Traffic,No,1,2.0,932,2.0,Email Opened,India,Operations Management,Unknown,Unemployed,High in Relevance,Student of SomeSchool,Other Cities,No,Email Opened,96.23,Hot Lead
Landing Page Submission,Direct Traffic,No,0,1.0,86,1.0,Converted to Lead,Unknown,Human Resource Management,Unknown,Unemployed,Worst,Other Leads,Thane & Outskirts,Yes,Modified,0.39,Cold Lead
Landing Page Submission,Organic Search,No,0,3.0,89,1.5,Email Opened,India,"Banking, Investment And Insurance",Unknown,Student,Worst,Unknown,Mumbai,Yes,Modified,0.2,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,37,2.0,Olark Chat Conversation,India,IT Projects Management,Unknown,Student,Worst,Student of SomeSchool,Mumbai,Yes,Modified,0.09,Cold Lead
Landing Page Submission,Direct Traffic,No,1,3.0,1348,3.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,High in Relevance,Unknown,Mumbai,Yes,Modified,92.08,Hot Lead
API,Google,No,0,1.0,150,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,2.4,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,2.0,712,2.0,SMS Sent,India,Healthcare Management,Unknown,Unemployed,Might be,Unknown,Mumbai,Yes,SMS Sent,26.96,Cold Lead
Landing Page Submission,Direct Traffic,No,1,2.0,1764,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,High in Relevance,Unknown,Mumbai,Yes,Email Opened,97.98,Hot Lead
Landing Page Submission,Google,No,0,3.0,287,3.0,Email Opened,India,Finance Management,Other,Unemployed,Unknown,Unknown,Thane & Outskirts,No,Email Opened,3.02,Cold Lead
Landing Page Submission,Direct Traffic,No,1,5.0,1816,5.0,Page Visited on Website,India,Supply Chain Management,Online Search,Unknown,Unknown,Unknown,Other Cities,No,Page Visited on Website,56.9,Warm Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,31.95,Cold Lead
Landing Page Submission,Organic Search,No,0,5.0,244,5.0,SMS Sent,India,Media and Advertising,Unknown,Unemployed,Might be,Unknown,Other Metro Cities,Yes,SMS Sent,47.63,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,High in Relevance,Unknown,Unknown,No,Email Opened,94.18,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,6.0,1403,6.0,Unsubscribed,Australia,Supply Chain Management,Unknown,Unemployed,Worst,Other Leads,Mumbai,No,Unsubscribed,1.15,Cold Lead
Lead Add Form,Reference,No,1,1.0,884,1.0,Email Opened,India,Finance Management,Unknown,Working Professional,Low in Relevance,Other Leads,Mumbai,Yes,Email Opened,99.31,Hot Lead
Landing Page Submission,Organic Search,No,1,4.0,3,4.0,SMS Sent,India,Travel and Tourism,Unknown,Working Professional,Might be,Unknown,Other Metro Cities,Yes,SMS Sent,96.73,Hot Lead
Landing Page Submission,Direct Traffic,No,0,4.0,60,2.0,Page Visited on Website,India,"Banking, Investment And Insurance",Unknown,Unemployed,Worst,Other Leads,Mumbai,Yes,Page Visited on Website,0.19,Cold Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Working Professional,Might be,Unknown,Unknown,No,Email Opened,93.43,Hot Lead
API,Google,No,1,2.0,1599,1.0,SMS Sent,India,Supply Chain Management,Unknown,Working Professional,Unknown,Unknown,Unknown,No,SMS Sent,98.08,Hot Lead
Landing Page Submission,Google,No,1,2.0,1508,2.0,SMS Sent,India,Human Resource Management,Online Search,Unknown,Unknown,Unknown,Mumbai,No,Modified,54.22,Warm Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,2.0,150,2.0,SMS Sent,India,Finance Management,Unknown,Unemployed,Might be,Unknown,Other Cities of Maharashtra,No,SMS Sent,9.29,Cold Lead
Lead Add Form,Welingak Website,No,1,1.0,1162,1.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,95.99,Hot Lead
Landing Page Submission,Direct Traffic,No,1,4.0,1606,4.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Low in Relevance,Lateral Student,Other Cities,Yes,Email Opened,93.74,Hot Lead
Landing Page Submission,Google,No,0,4.0,30,2.0,Olark Chat Conversation,India,IT Projects Management,Other,Unemployed,Unknown,Unknown,Mumbai,No,Olark Chat Conversation,2.24,Cold Lead
Lead Add Form,Welingak Website,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,98.93,Hot Lead
Landing Page Submission,Direct Traffic,No,0,3.0,193,3.0,Olark Chat Conversation,India,Finance Management,Unknown,Unemployed,Worst,Student of SomeSchool,Mumbai,Yes,Modified,0.17,Cold Lead
Landing Page Submission,Google,Yes,0,5.0,497,5.0,Unsubscribed,India,E-Business,Social Media,Unemployed,Worst,Other Leads,Other Cities,Yes,Unsubscribed,2.08,Cold Lead
Landing Page Submission,Direct Traffic,No,0,3.0,178,1.5,SMS Sent,United Kingdom,Finance Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,9.26,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,5.95,Cold Lead
API,Organic Search,No,1,5.0,1184,5.0,SMS Sent,India,Operations Management,Unknown,Working Professional,Might be,Unknown,Unknown,No,SMS Sent,99.01,Hot Lead
API,Google,No,1,2.0,1265,2.0,SMS Sent,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,81.45,Hot Lead
Landing Page Submission,Organic Search,No,1,4.0,1216,4.0,SMS Sent,India,Operations Management,Unknown,Unemployed,Might be,Unknown,Unknown,No,SMS Sent,86.53,Hot Lead
Landing Page Submission,Direct Traffic,No,1,5.0,253,5.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,High in Relevance,Potential Lead,Mumbai,Yes,Email Opened,87.48,Hot Lead
API,Olark Chat,No,1,0.0,0,0.0,Olark Chat Conversation,Unknown,Supply Chain Management,Unknown,Unemployed,Might be,Other Leads,Mumbai,No,Modified,45.45,Cold Lead
API,Direct Traffic,No,0,2.0,79,2.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Olark Chat Conversation,2.59,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,338,2.0,Email Link Clicked,India,Finance Management,Unknown,Unemployed,Worst,Other Leads,Mumbai,Yes,Email Link Clicked,0.19,Cold Lead
Lead Add Form,Welingak Website,No,1,1.0,1058,1.0,Email Opened,India,Operations Management,Online Search,Unemployed,Might be,Unknown,Thane & Outskirts,No,Modified,98.07,Hot Lead
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Unemployed,Might be,Potential Lead,Other Cities,No,SMS Sent,95.45,Hot Lead
Landing Page Submission,Direct Traffic,No,1,3.0,1298,3.0,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,Might be,Unknown,Mumbai,Yes,SMS Sent,86.85,Hot Lead
API,Organic Search,No,0,6.0,1439,6.0,SMS Sent,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,32.43,Cold Lead
Landing Page Submission,Direct Traffic,No,1,5.0,1062,2.5,Email Opened,India,Human Resource Management,Other,Unemployed,High in Relevance,Potential Lead,Other Cities,No,Email Opened,99.08,Hot Lead
Lead Add Form,Reference,Yes,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,56.03,Warm Lead
API,Direct Traffic,No,1,10.0,1324,2.0,SMS Sent,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,96.56,Hot Lead
Landing Page Submission,Direct Traffic,No,0,1.0,42,1.0,Converted to Lead,India,Human Resource Management,Unknown,Unknown,Unknown,Unknown,Other Cities,Yes,Modified,2.57,Cold Lead
API,Olark Chat,No,0,1.0,192,1.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Olark Chat Conversation,0.92,Cold Lead
API,Organic Search,No,1,5.0,1135,2.5,Email Opened,India,Unknown,Unknown,Unemployed,Low in Relevance,Other Leads,Other Cities,No,Email Opened,95.13,Hot Lead
Landing Page Submission,Direct Traffic,No,1,3.0,177,1.5,SMS Sent,India,Operations Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,SMS Sent,36.18,Cold Lead
Landing Page Submission,Organic Search,No,1,11.0,1914,3.67,SMS Sent,India,Business Administration,Unknown,Unemployed,Might be,Potential Lead,Mumbai,Yes,SMS Sent,96.51,Hot Lead
API,Olark Chat,No,0,3.0,190,3.0,Olark Chat Conversation,India,Business Administration,Online Search,Unknown,Unknown,Unknown,Mumbai,No,Modified,0.72,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,126,2.0,Converted to Lead,Unknown,Finance Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,1.5,Cold Lead
Landing Page Submission,Organic Search,No,0,3.0,504,3.0,Converted to Lead,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.26,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Unknown,Human Resource Management,Unknown,Working Professional,Might be,Unknown,Unknown,No,SMS Sent,98.04,Hot Lead
API,Organic Search,No,1,4.0,816,4.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,Might be,Potential Lead,Mumbai,No,SMS Sent,97.59,Hot Lead
API,Organic Search,No,0,1.0,233,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Worst,Student of SomeSchool,Unknown,No,Modified,0.08,Cold Lead
Landing Page Submission,Google,No,0,5.0,132,5.0,SMS Sent,India,Finance Management,Student of SomeSchool,Unemployed,Not Sure,Unknown,Mumbai,No,SMS Sent,17.85,Cold Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,SMS Sent,95.08,Hot Lead
Landing Page Submission,Google,No,0,2.0,269,2.0,SMS Sent,India,Business Administration,Email,Unemployed,Unknown,Unknown,Other Cities of Maharashtra,No,SMS Sent,17.62,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,44.51,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,44.51,Cold Lead
Landing Page Submission,Direct Traffic,No,0,3.0,1613,3.0,Email Opened,India,Business Administration,Unknown,Unemployed,Worst,Student of SomeSchool,Mumbai,Yes,Email Opened,15.62,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
Landing Page Submission,Google,No,1,4.0,1500,4.0,SMS Sent,India,IT Projects Management,Student of SomeSchool,Unemployed,High in Relevance,Potential Lead,Thane & Outskirts,No,SMS Sent,98.55,Hot Lead
Landing Page Submission,Google,No,0,4.0,188,2.0,Email Opened,India,Travel and Tourism,Student of SomeSchool,Unemployed,Not Sure,Unknown,Mumbai,No,Email Opened,5.73,Cold Lead
Landing Page Submission,Organic Search,No,0,6.0,360,6.0,SMS Sent,India,Human Resource Management,Unknown,Unknown,Unknown,Unknown,Thane & Outskirts,No,Modified,5.82,Cold Lead
Landing Page Submission,Organic Search,Yes,0,5.0,535,2.5,Page Visited on Website,India,Travel and Tourism,Unknown,Unemployed,Worst,Other Leads,Mumbai,No,Page Visited on Website,0.25,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,31.95,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
Landing Page Submission,Direct Traffic,No,1,7.0,1424,7.0,SMS Sent,India,"Banking, Investment And Insurance",Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,SMS Sent,69.16,Warm Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
Landing Page Submission,Direct Traffic,No,1,10.0,1360,5.0,Email Opened,India,Travel and Tourism,Online Search,Unemployed,Low in Relevance,Other Leads,Mumbai,No,Email Opened,96.53,Hot Lead
Landing Page Submission,Direct Traffic,No,1,5.0,1457,1.67,SMS Sent,India,Finance Management,Unknown,Unemployed,Low in Relevance,Potential Lead,Other Metro Cities,Yes,SMS Sent,99.09,Hot Lead
Landing Page Submission,Google,No,0,3.0,144,3.0,Converted to Lead,India,Marketing Management,Online Search,Unemployed,Unknown,Unknown,Thane & Outskirts,No,Modified,9.4,Cold Lead
API,Google,No,1,2.0,1809,1.0,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,84.95,Hot Lead
API,Google,No,0,2.0,70,2.0,SMS Sent,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,SMS Sent,20.9,Cold Lead
API,Google,No,0,2.0,772,1.0,SMS Sent,India,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,SMS Sent,85.7,Hot Lead
Landing Page Submission,Direct Traffic,No,1,7.0,1762,1.4,Olark Chat Conversation,India,Finance Management,Unknown,Student,Might be,Unknown,Mumbai,Yes,Olark Chat Conversation,90.43,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
Landing Page Submission,Direct Traffic,No,0,6.0,55,3.0,Email Opened,India,IT Projects Management,Unknown,Unknown,Unknown,Unknown,Other Cities of Maharashtra,Yes,Email Opened,1.19,Cold Lead
API,Google,No,0,3.0,641,1.5,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,15.55,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Olark Chat Conversation,0.9,Cold Lead
Landing Page Submission,Direct Traffic,No,0,9.0,1187,3.0,Email Link Clicked,India,International Business,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Email Link Clicked,41.54,Cold Lead
API,Organic Search,No,0,3.0,1195,3.0,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,49.44,Cold Lead
Landing Page Submission,Organic Search,No,0,3.0,195,1.5,Email Opened,India,Media and Advertising,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Email Opened,4.18,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,1.0,237,1.0,Email Bounced,India,Human Resource Management,Unknown,Unemployed,Not Sure,Unknown,Other Metro Cities,No,Modified,0.49,Cold Lead
